trainid,axle,state,side,wheel_diameter,flange_height,flange_thickness,qr,date,trainfile,data
CMRLTR13,L11-R11,BEFORE,LH,846.99,36.7,34.9,3.0,2022-10-08,cmrltr13,
CMRLTR13,L11-R11,BEFORE,RH,845.77,36.4,36.41,7.0,2022-10-08,cmrltr13,
CMRLTR13,L11-R11,AFTER,LH,844.29,28.9,32.34,10.0,2022-10-13,cmrltr13,
CMRLTR13,L11-R11,AFTER,RH,844.3,28.9,31.91,10.0,2022-10-13,cmrltr13,
CMRLTR13,L12-R12,BEFORE,LH,846.66,36.0,34.7,3.0,2022-10-08,cmrltr13,
CMRLTR13,L12-R12,BEFORE,RH,847.17,35.0,34.0,8.0,2022-10-08,cmrltr13,
CMRLTR13,L12-R12,AFTER,LH,846.15,28.9,32.51,10.0,2022-10-13,cmrltr13,
CMRLTR13,L12-R12,AFTER,RH,847.77,32.09,32.09,10.0,2022-10-13,cmrltr13,
CMRLTR13,L13-R13,BEFORE,LH,847.58,35.0,33.34,3.0,2022-10-08,cmrltr13,
CMRLTR13,L13-R13,BEFORE,RH,846.47,34.0,34.0,7.0,2022-10-08,cmrltr13,
CMRLTR13,L13-R13,AFTER,LH,845.47,28.9,32.55,10.0,2022-10-13,cmrltr13,
CMRLTR13,L13-R13,AFTER,RH,845.03,32.04,32.04,9.97,2022-10-13,cmrltr13,
CMRLTR13,L14-R14,BEFORE,LH,847.46,36.0,33.51,3.0,2022-10-08,cmrltr13,
CMRLTR13,L14-R14,BEFORE,RH,847.26,32.69,32.69,7.0,2022-10-08,cmrltr13,
CMRLTR13,L14-R14,AFTER,LH,846.59,29.0,32.0,10.0,2022-10-13,cmrltr13,
CMRLTR13,L14-R14,AFTER,RH,846.85,31.94,31.94,9.96,2022-10-13,cmrltr13,
CMRLTR13,L15-R15,BEFORE,LH,848.31,36.0,34.19,3.0,2022-10-08,cmrltr13,
CMRLTR13,L15-R15,BEFORE,RH,847.26,34.0,34.0,7.39,2022-10-08,cmrltr13,
CMRLTR13,L15-R15,AFTER,LH,846.04,28.9,31.9,9.92,2022-10-13,cmrltr13,
CMRLTR13,L15-R15,AFTER,RH,845.72,31.96,31.96,9.95,2022-10-13,cmrltr13,
CMRLTR13,L16-R16,BEFORE,LH,849.7,35.0,34.7,3.0,2022-10-08,cmrltr13,
CMRLTR13,L16-R16,BEFORE,RH,849.9,33.0,33.0,7.03,2022-10-08,cmrltr13,
CMRLTR13,L16-R16,AFTER,LH,846.85,29.0,31.96,9.92,2022-10-13,cmrltr13,
CMRLTR13,L16-R16,AFTER,RH,846.7,31.84,31.84,9.95,2022-10-13,cmrltr13,
CMRLTR13,L8-R8,BEFORE,LH,849.2,34.77,32.78,3.0,2022-10-08,cmrltr13,
CMRLTR13,L8-R8,BEFORE,RH,849.49,34.62,33.33,6.64,2022-10-08,cmrltr13,
CMRLTR13,L8-R8,AFTER,LH,847.25,28.83,31.99,9.93,2022-10-13,cmrltr13,
CMRLTR13,L8-R8,AFTER,RH,847.04,28.86,31.85,9.9,2022-10-13,cmrltr13,
CMRLTR13,L7-R7,BEFORE,LH,847.2,34.77,33.79,3.0,2022-10-08,cmrltr13,
CMRLTR13,L7-R7,BEFORE,RH,848.77,34.62,34.62,7.27,2022-10-08,cmrltr13,
CMRLTR13,L7-R7,AFTER,LH,846.47,28.78,31.99,9.83,2022-10-13,cmrltr13,
CMRLTR13,L7-R7,AFTER,RH,846.3,28.83,32.0,9.93,2022-10-13,cmrltr13,
CMRLTR13,L6-R6,BEFORE,LH,848.04,35.84,34.48,3.0,2022-10-08,cmrltr13,
CMRLTR13,L6-R6,BEFORE,RH,847.28,36.04,34.0,7.37,2022-10-08,cmrltr13,
CMRLTR13,L6-R6,AFTER,LH,845.74,28.8,32.1,9.8,2022-10-13,cmrltr13,
CMRLTR13,L6-R6,AFTER,RH,845.92,28.8,31.98,9.93,2022-10-13,cmrltr13,
CMRLTR13,L5-R5,BEFORE,LH,847.2,35.2,33.0,3.0,2022-10-08,cmrltr13,
CMRLTR13,L5-R5,BEFORE,RH,847.06,35.57,33.57,6.8,2022-10-08,cmrltr13,
CMRLTR13,L5-R5,AFTER,LH,845.95,28.84,32.04,9.8,2022-10-13,cmrltr13,
CMRLTR13,L5-R5,AFTER,RH,846.04,28.85,31.9,9.93,2022-10-13,cmrltr13,
CMRLTR13,L4-R4,BEFORE,LH,847.7,34.89,34.6,3.0,2022-10-08,cmrltr13,
CMRLTR13,L4-R4,BEFORE,RH,847.07,37.07,34.0,7.14,2022-10-08,cmrltr13,
CMRLTR13,L4-R4,AFTER,LH,838.13,28.8,31.9,9.89,2022-10-13,cmrltr13,
CMRLTR13,L4-R4,AFTER,RH,838.03,28.81,32.03,9.97,2022-10-13,cmrltr13,
CMRLTR13,L3-R3,BEFORE,LH,845.81,35.77,34.4,3.0,2022-10-08,cmrltr13,
CMRLTR13,L3-R3,BEFORE,RH,845.42,35.09,35.09,7.11,2022-10-08,cmrltr13,
CMRLTR13,L3-R3,AFTER,LH,839.12,28.8,32.05,9.8,2022-10-13,cmrltr13,
CMRLTR13,L3-R3,AFTER,RH,839.05,28.97,32.07,9.97,2022-10-13,cmrltr13,
CMRLTR13,L2-R2,BEFORE,LH,839.18,37.0,34.5,3.0,2022-10-08,cmrltr13,
CMRLTR13,L2-R2,BEFORE,RH,838.89,37.03,37.03,7.0,2022-10-08,cmrltr13,
CMRLTR13,L2-R2,AFTER,LH,834.36,28.9,32.05,9.94,2022-10-13,cmrltr13,
CMRLTR13,L2-R2,AFTER,RH,834.32,28.9,32.05,10.0,2022-10-13,cmrltr13,
CMRLTR13,L1-R1,BEFORE,LH,837.21,37.0,33.49,3.0,2022-10-08,cmrltr13,
CMRLTR13,L1-R1,BEFORE,RH,837.83,36.35,33.69,7.0,2022-10-08,cmrltr13,
CMRLTR13,L1-R1,AFTER,LH,834.19,28.9,32.01,9.95,2022-10-13,cmrltr13,
CMRLTR13,L1-R1,AFTER,RH,834.04,28.9,32.05,10.0,2022-10-13,cmrltr13,
CMRLTR14,L9-R9,BEFORE,LH,857.41,31.07,29.77,4.4,2022-10-20,cmrltr14,
CMRLTR14,L9-R9,BEFORE,RH,857.75,30.66,30.34,5.15,2022-10-20,cmrltr14,
CMRLTR14,L9-R9,AFTER,LH,842.89,29.03,31.94,10.36,2022-10-29,cmrltr14,
CMRLTR14,L9-R9,AFTER,RH,843.15,28.99,31.94,9.99,2022-10-29,cmrltr14,
CMRLTR14,L10-R10,BEFORE,LH,858.7,30.68,30.87,5.87,2022-10-20,cmrltr14,
CMRLTR14,L10-R10,BEFORE,RH,858.43,30.54,31.2,7.09,2022-10-20,cmrltr14,
CMRLTR14,L10-R10,AFTER,LH,847.87,29.03,31.89,10.29,2022-10-29,cmrltr14,
CMRLTR14,L10-R10,AFTER,RH,844.12,28.96,31.9,10.01,2022-10-29,cmrltr14,
CMRLTR14,L11-R11,BEFORE,LH,858.23,30.67,30.49,5.64,2022-10-20,cmrltr14,
CMRLTR14,L11-R11,BEFORE,RH,858.43,31.42,30.45,7.46,2022-10-20,cmrltr14,
CMRLTR14,L11-R11,AFTER,LH,845.5,28.99,31.98,10.01,2022-10-29,cmrltr14,
CMRLTR14,L11-R11,AFTER,RH,845.74,28.92,31.99,10.02,2022-10-29,cmrltr14,
CMRLTR14,L12-R12,BEFORE,LH,858.03,30.49,29.26,4.56,2022-10-20,cmrltr14,
CMRLTR14,L12-R12,BEFORE,RH,858.91,30.91,30.71,7.08,2022-10-20,cmrltr14,
CMRLTR14,L12-R12,AFTER,LH,844.73,29.0,31.95,10.03,2022-10-29,cmrltr14,
CMRLTR14,L12-R12,AFTER,RH,844.73,28.96,31.97,10.05,2022-10-29,cmrltr14,
CMRLTR14,L13-R13,BEFORE,LH,858.78,30.44,29.08,5.49,2022-10-20,cmrltr14,
CMRLTR14,L13-R13,BEFORE,RH,859.24,30.5,30.4,6.9,2022-10-20,cmrltr14,
CMRLTR14,L13-R13,AFTER,LH,834.01,29.0,31.82,10.3,2022-10-29,cmrltr14,
CMRLTR14,L13-R13,AFTER,RH,843.78,28.97,31.95,10.02,2022-10-29,cmrltr14,
CMRLTR14,L14-R14,BEFORE,LH,859.92,30.3,29.77,5.37,2022-10-20,cmrltr14,
CMRLTR14,L14-R14,BEFORE,RH,859.19,30.0,30.5,6.87,2022-10-20,cmrltr14,
CMRLTR14,L14-R14,AFTER,LH,834.06,29.03,31.91,10.26,2022-10-29,cmrltr14,
CMRLTR14,L14-R14,AFTER,RH,843.23,28.94,31.92,10.01,2022-10-29,cmrltr14,
CMRLTR14,L15-R15,BEFORE,LH,848.91,30.66,30.08,5.37,2022-10-20,cmrltr14,
CMRLTR14,L15-R15,BEFORE,RH,848.73,30.13,30.77,6.7,2022-10-20,cmrltr14,
CMRLTR14,L15-R15,AFTER,LH,831.77,29.03,31.97,10.03,2022-10-29,cmrltr14,
CMRLTR14,L15-R15,AFTER,RH,831.12,28.96,31.94,10.04,2022-10-29,cmrltr14,
CMRLTR14,L16-R16,BEFORE,LH,847.42,30.24,28.88,4.38,2022-10-20,cmrltr14,
CMRLTR14,L16-R16,BEFORE,RH,847.14,29.89,29.6,6.46,2022-10-20,cmrltr14,
CMRLTR14,L16-R16,AFTER,LH,830.32,29.01,31.98,10.05,2022-10-29,cmrltr14,
CMRLTR14,L16-R16,AFTER,RH,830.67,28.94,31.93,10.0,2022-10-29,cmrltr14,
CMRLTR14,L8-R8,BEFORE,LH,852.21,30.3,29.45,4.77,2022-10-20,cmrltr14,
CMRLTR14,L8-R8,BEFORE,RH,851.36,30.16,29.76,6.53,2022-10-20,cmrltr14,
CMRLTR14,L8-R8,AFTER,LH,840.2,29.0,31.95,10.37,2022-10-29,cmrltr14,
CMRLTR14,L8-R8,AFTER,RH,840.12,28.97,31.94,10.02,2022-10-29,cmrltr14,
CMRLTR14,L7-R7,BEFORE,LH,854.66,30.93,29.63,4.98,2022-10-20,cmrltr14,
CMRLTR14,L7-R7,BEFORE,RH,854.34,30.76,30.16,6.61,2022-10-20,cmrltr14,
CMRLTR14,L7-R7,AFTER,LH,841.14,29.0,31.98,10.35,2022-10-29,cmrltr14,
CMRLTR14,L7-R7,AFTER,RH,841.03,28.93,31.98,10.03,2022-10-29,cmrltr14,
CMRLTR14,L6-R6,BEFORE,LH,859.96,30.14,30.15,5.97,2022-10-20,cmrltr14,
CMRLTR14,L6-R6,BEFORE,RH,859.75,30.3,31.23,7.59,2022-10-20,cmrltr14,
CMRLTR14,L6-R6,AFTER,LH,842.98,29.0,31.98,10.01,2022-10-29,cmrltr14,
CMRLTR14,L6-R6,AFTER,RH,843.01,28.93,31.92,10.02,2022-10-29,cmrltr14,
CMRLTR14,L5-R5,BEFORE,LH,859.21,30.31,28.78,4.3,2022-10-20,cmrltr14,
CMRLTR14,L5-R5,BEFORE,RH,859.06,30.0,30.36,6.74,2022-10-20,cmrltr14,
CMRLTR14,L5-R5,AFTER,LH,842.22,29.0,31.95,10.02,2022-10-29,cmrltr14,
CMRLTR14,L5-R5,AFTER,RH,842.2,28.97,31.92,10.03,2022-10-29,cmrltr14,
CMRLTR14,L4-R4,BEFORE,LH,858.04,30.57,30.24,5.05,2022-10-20,cmrltr14,
CMRLTR14,L4-R4,BEFORE,RH,858.05,30.37,31.07,6.38,2022-10-20,cmrltr14,
CMRLTR14,L4-R4,AFTER,LH,843.0,29.03,31.9,10.04,2022-10-29,cmrltr14,
CMRLTR14,L4-R4,AFTER,RH,843.23,28.93,31.88,10.01,2022-10-29,cmrltr14,
CMRLTR14,L3-R3,BEFORE,LH,858.62,30.45,28.9,5.8,2022-10-20,cmrltr14,
CMRLTR14,L3-R3,BEFORE,RH,858.75,30.31,30.68,6.69,2022-10-20,cmrltr14,
CMRLTR14,L3-R3,AFTER,LH,843.44,29.01,31.92,10.3,2022-10-29,cmrltr14,
CMRLTR14,L3-R3,AFTER,RH,843.65,28.92,31.93,9.97,2022-10-29,cmrltr14,
CMRLTR14,L2-R2,BEFORE,LH,858.03,30.78,30.62,6.0,2022-10-20,cmrltr14,
CMRLTR14,L2-R2,BEFORE,RH,858.0,30.63,31.0,7.52,2022-10-20,cmrltr14,
CMRLTR14,L2-R2,AFTER,LH,842.21,29.03,31.89,10.06,2022-10-29,cmrltr14,
CMRLTR14,L2-R2,AFTER,RH,842.04,28.97,32.11,10.08,2022-10-29,cmrltr14,
CMRLTR14,L1-R1,BEFORE,LH,857.16,30.37,28.59,4.11,2022-10-20,cmrltr14,
CMRLTR14,L1-R1,BEFORE,RH,857.85,30.62,30.41,6.73,2022-10-20,cmrltr14,
CMRLTR14,L1-R1,AFTER,LH,841.04,28.97,31.97,10.28,2022-10-29,cmrltr14,
CMRLTR14,L1-R1,AFTER,RH,841.13,28.92,31.97,9.95,2022-10-29,cmrltr14,
CMRLTR15,L9-R9,BEFORE,LH,838.27,38.11,32.07,3.34,2022-11-05,cmrltr15,
CMRLTR15,L9-R9,BEFORE,RH,836.62,39.05,32.42,6.72,2022-11-05,cmrltr15,
CMRLTR15,L9-R9,AFTER,LH,834.16,28.96,31.24,9.99,2022-11-11,cmrltr15,
CMRLTR15,L9-R9,AFTER,RH,834.15,28.97,31.22,9.92,2022-11-11,cmrltr15,
CMRLTR15,L10-R10,BEFORE,LH,838.38,37.71,32.01,3.23,2022-11-05,cmrltr15,
CMRLTR15,L10-R10,BEFORE,RH,837.26,37.75,32.51,6.96,2022-11-05,cmrltr15,
CMRLTR15,L10-R10,AFTER,LH,834.35,28.99,32.01,9.96,2022-11-11,cmrltr15,
CMRLTR15,L10-R10,AFTER,RH,834.58,28.97,31.94,9.98,2022-11-11,cmrltr15,
CMRLTR15,L11-R11,BEFORE,LH,839.11,36.78,32.18,3.49,2022-11-05,cmrltr15,
CMRLTR15,L11-R11,BEFORE,RH,839.38,36.88,32.24,7.11,2022-11-05,cmrltr15,
CMRLTR15,L11-R11,AFTER,LH,833.87,28.97,31.96,10.05,2022-11-11,cmrltr15,
CMRLTR15,L11-R11,AFTER,RH,833.97,28.9,31.97,10.08,2022-11-11,cmrltr15,
CMRLTR15,L12-R12,BEFORE,LH,837.23,37.5,30.69,3.16,2022-11-05,cmrltr15,
CMRLTR15,L12-R12,BEFORE,RH,838.48,37.0,33.26,6.19,2022-11-05,cmrltr15,
CMRLTR15,L12-R12,AFTER,LH,832.99,28.9,31.95,10.03,2022-11-11,cmrltr15,
CMRLTR15,L12-R12,AFTER,RH,832.92,29.07,31.89,10.05,2022-11-11,cmrltr15,
CMRLTR15,L13-R13,BEFORE,LH,840.72,36.31,31.44,3.92,2022-11-05,cmrltr15,
CMRLTR15,L13-R13,BEFORE,RH,847.16,35.86,31.57,6.7,2022-11-05,cmrltr15,
CMRLTR15,L13-R13,AFTER,LH,833.13,28.89,32.1,9.96,2022-11-11,cmrltr15,
CMRLTR15,L13-R13,AFTER,RH,833.28,29.08,31.95,9.87,2022-11-11,cmrltr15,
CMRLTR15,L14-R14,BEFORE,LH,841.44,35.97,32.3,3.48,2022-11-05,cmrltr15,
CMRLTR15,L14-R14,BEFORE,RH,844.66,37.15,33.49,6.03,2022-11-05,cmrltr15,
CMRLTR15,L14-R14,AFTER,LH,832.79,28.93,31.9,10.04,2022-11-11,cmrltr15,
CMRLTR15,L14-R14,AFTER,RH,832.97,28.89,31.94,10.04,2022-11-11,cmrltr15,
CMRLTR15,L15-R15,BEFORE,LH,848.15,35.75,32.07,3.93,2022-11-05,cmrltr15,
CMRLTR15,L15-R15,BEFORE,RH,848.01,35.47,32.95,6.74,2022-11-05,cmrltr15,
CMRLTR15,L15-R15,AFTER,LH,842.91,28.98,32.01,10.08,2022-11-11,cmrltr15,
CMRLTR15,L15-R15,AFTER,RH,843.94,28.92,31.9,9.9,2022-11-11,cmrltr15,
CMRLTR15,L16-R16,BEFORE,LH,849.35,35.23,30.86,3.76,2022-11-05,cmrltr15,
CMRLTR15,L16-R16,BEFORE,RH,849.23,34.92,31.79,6.64,2022-11-05,cmrltr15,
CMRLTR15,L16-R16,AFTER,LH,843.28,28.97,31.9,10.03,2022-11-11,cmrltr15,
CMRLTR15,L16-R16,AFTER,RH,843.4,28.9,31.93,10.07,2022-11-11,cmrltr15,
CMRLTR15,L8-R8,BEFORE,LH,844.43,34.9,30.93,3.32,2022-11-05,cmrltr15,
CMRLTR15,L8-R8,BEFORE,RH,845.25,34.5,32.92,7.07,2022-11-05,cmrltr15,
CMRLTR15,L8-R8,AFTER,LH,840.31,28.92,31.94,10.06,2022-11-11,cmrltr15,
CMRLTR15,L8-R8,AFTER,RH,840.31,28.97,31.91,10.0,2022-11-11,cmrltr15,
CMRLTR15,L7-R7,BEFORE,LH,844.5,35.92,31.37,3.61,2022-11-05,cmrltr15,
CMRLTR15,L7-R7,BEFORE,RH,845.25,35.34,32.44,7.7,2022-11-05,cmrltr15,
CMRLTR15,L7-R7,AFTER,LH,840.45,28.9,31.98,10.08,2022-11-11,cmrltr15,
CMRLTR15,L7-R7,AFTER,RH,840.24,28.9,32.0,10.02,2022-11-11,cmrltr15,
CMRLTR15,L6-R6,BEFORE,LH,841.3,36.51,32.05,3.91,2022-11-05,cmrltr15,
CMRLTR15,L6-R6,BEFORE,RH,842.02,35.24,33.36,7.04,2022-11-05,cmrltr15,
CMRLTR15,L6-R6,AFTER,LH,838.72,28.97,32.01,10.08,2022-11-11,cmrltr15,
CMRLTR15,L6-R6,AFTER,RH,838.42,28.91,31.96,10.04,2022-11-11,cmrltr15,
CMRLTR15,L5-R5,BEFORE,LH,840.94,35.8,30.92,3.54,2022-11-05,cmrltr15,
CMRLTR15,L5-R5,BEFORE,RH,840.98,35.49,32.61,6.69,2022-11-05,cmrltr15,
CMRLTR15,L5-R5,AFTER,LH,837.28,28.9,31.93,10.04,2022-11-11,cmrltr15,
CMRLTR15,L5-R5,AFTER,RH,837.77,28.91,31.93,10.01,2022-11-11,cmrltr15,
CMRLTR15,L4-R4,BEFORE,LH,847.28,36.22,31.87,3.78,2022-11-05,cmrltr15,
CMRLTR15,L4-R4,BEFORE,RH,844.16,37.45,33.15,6.53,2022-11-05,cmrltr15,
CMRLTR15,L4-R4,AFTER,LH,838.98,28.93,31.98,10.08,2022-11-11,cmrltr15,
CMRLTR15,L4-R4,AFTER,RH,838.96,28.97,32.04,10.0,2022-11-11,cmrltr15,
CMRLTR15,L3-R3,BEFORE,LH,847.95,36.63,32.28,3.47,2022-11-05,cmrltr15,
CMRLTR15,L3-R3,BEFORE,RH,846.59,36.62,33.52,6.53,2022-11-05,cmrltr15,
CMRLTR15,L3-R3,AFTER,LH,838.01,28.92,32.2,10.03,2022-11-11,cmrltr15,
CMRLTR15,L3-R3,AFTER,RH,838.09,28.97,31.92,10.06,2022-11-11,cmrltr15,
CMRLTR15,L2-R2,BEFORE,LH,841.58,39.31,31.16,3.4,2022-11-05,cmrltr15,
CMRLTR15,L2-R2,BEFORE,RH,834.78,41.18,32.59,4.21,2022-11-05,cmrltr15,
CMRLTR15,L2-R2,AFTER,LH,829.09,28.93,31.99,10.05,2022-11-11,cmrltr15,
CMRLTR15,L2-R2,AFTER,RH,829.13,28.9,31.92,10.06,2022-11-11,cmrltr15,
CMRLTR15,L1-R1,BEFORE,LH,843.1,38.33,31.76,3.3,2022-11-05,cmrltr15,
CMRLTR15,L1-R1,BEFORE,RH,842.27,37.96,31.96,5.45,2022-11-05,cmrltr15,
CMRLTR15,L1-R1,AFTER,LH,830.03,28.97,31.97,10.03,2022-11-11,cmrltr15,
CMRLTR15,L1-R1,AFTER,RH,830.1,28.95,31.96,10.01,2022-11-11,cmrltr15,
CMRLTR16,L9-R9,BEFORE,LH,844.29,37.33,33.82,3.3,2022-11-17,cmrltr16,
CMRLTR16,L9-R9,BEFORE,RH,844.62,37.84,33.94,6.7,2022-11-17,cmrltr16,
CMRLTR16,L9-R9,AFTER,LH,841.57,28.83,31.94,10.0,2022-11-19,cmrltr16,
CMRLTR16,L9-R9,AFTER,RH,841.27,28.8,31.9,9.9,2022-11-19,cmrltr16,
CMRLTR16,L10-R10,BEFORE,LH,844.01,37.91,33.72,3.3,2022-11-17,cmrltr16,
CMRLTR16,L10-R10,BEFORE,RH,844.1,37.21,34.21,6.7,2022-11-17,cmrltr16,
CMRLTR16,L10-R10,AFTER,LH,841.52,28.95,31.9,10.0,2022-11-19,cmrltr16,
CMRLTR16,L10-R10,AFTER,RH,841.04,28.9,31.94,9.98,2022-11-19,cmrltr16,
CMRLTR16,L11-R11,BEFORE,LH,845.8,35.77,33.76,3.0,2022-11-17,cmrltr16,
CMRLTR16,L11-R11,BEFORE,RH,845.71,36.7,33.7,6.8,2022-11-17,cmrltr16,
CMRLTR16,L11-R11,AFTER,LH,841.01,28.8,31.9,10.0,2022-11-19,cmrltr16,
CMRLTR16,L11-R11,AFTER,RH,841.74,28.92,31.94,9.92,2022-11-19,cmrltr16,
CMRLTR16,L12-R12,BEFORE,LH,844.56,35.59,33.37,3.0,2022-11-17,cmrltr16,
CMRLTR16,L12-R12,BEFORE,RH,844.56,35.59,33.5,6.7,2022-11-17,cmrltr16,
CMRLTR16,L12-R12,AFTER,LH,841.54,28.95,31.9,10.0,2022-11-19,cmrltr16,
CMRLTR16,L12-R12,AFTER,RH,841.95,28.95,32.26,9.95,2022-11-19,cmrltr16,
CMRLTR16,L13-R13,BEFORE,LH,845.3,35.9,33.46,3.0,2022-11-17,cmrltr16,
CMRLTR16,L13-R13,BEFORE,RH,845.01,36.01,33.0,6.9,2022-11-17,cmrltr16,
CMRLTR16,L13-R13,AFTER,LH,841.23,28.8,31.9,10.0,2022-11-19,cmrltr16,
CMRLTR16,L13-R13,AFTER,RH,841.73,28.87,31.9,9.9,2022-11-19,cmrltr16,
CMRLTR16,L14-R14,BEFORE,LH,846.4,35.63,33.54,3.1,2022-11-17,cmrltr16,
CMRLTR16,L14-R14,BEFORE,RH,846.54,35.5,33.9,6.7,2022-11-17,cmrltr16,
CMRLTR16,L14-R14,AFTER,LH,841.15,28.8,31.9,10.0,2022-11-19,cmrltr16,
CMRLTR16,L14-R14,AFTER,RH,841.75,28.82,31.94,9.94,2022-11-19,cmrltr16,
CMRLTR16,L15-R15,BEFORE,LH,845.8,35.09,33.03,3.0,2022-11-17,cmrltr16,
CMRLTR16,L15-R15,BEFORE,RH,846.18,34.1,34.1,6.8,2022-11-17,cmrltr16,
CMRLTR16,L15-R15,AFTER,LH,841.92,28.95,31.9,10.0,2022-11-19,cmrltr16,
CMRLTR16,L15-R15,AFTER,RH,841.52,28.92,31.16,9.9,2022-11-19,cmrltr16,
CMRLTR16,L16-R16,BEFORE,LH,846.22,35.31,33.0,3.0,2022-11-17,cmrltr16,
CMRLTR16,L16-R16,BEFORE,RH,846.18,34.92,34.76,6.7,2022-11-17,cmrltr16,
CMRLTR16,L16-R16,AFTER,LH,841.8,28.84,31.9,10.0,2022-11-19,cmrltr16,
CMRLTR16,L16-R16,AFTER,RH,841.92,28.92,31.9,9.9,2022-11-19,cmrltr16,
CMRLTR16,L8-R8,BEFORE,LH,846.54,35.84,30.89,3.3,2022-11-17,cmrltr16,
CMRLTR16,L8-R8,BEFORE,RH,846.54,35.12,31.72,6.9,2022-11-17,cmrltr16,
CMRLTR16,L8-R8,AFTER,LH,841.01,28.97,31.72,10.0,2022-11-19,cmrltr16,
CMRLTR16,L8-R8,AFTER,RH,841.06,29.41,31.94,9.9,2022-11-19,cmrltr16,
CMRLTR16,L7-R7,BEFORE,LH,846.72,34.92,31.94,3.0,2022-11-17,cmrltr16,
CMRLTR16,L7-R7,BEFORE,RH,846.79,34.91,32.44,6.7,2022-11-17,cmrltr16,
CMRLTR16,L7-R7,AFTER,LH,841.89,28.9,31.9,10.0,2022-11-19,cmrltr16,
CMRLTR16,L7-R7,AFTER,RH,841.29,29.01,31.94,9.9,2022-11-19,cmrltr16,
CMRLTR16,L6-R6,BEFORE,LH,846.5,35.41,33.88,3.0,2022-11-17,cmrltr16,
CMRLTR16,L6-R6,BEFORE,RH,846.59,36.0,34.2,6.8,2022-11-17,cmrltr16,
CMRLTR16,L6-R6,AFTER,LH,841.83,28.9,31.9,10.0,2022-11-19,cmrltr16,
CMRLTR16,L6-R6,AFTER,RH,841.91,28.91,31.94,9.9,2022-11-19,cmrltr16,
CMRLTR16,L5-R5,BEFORE,LH,846.52,35.57,33.85,3.0,2022-11-17,cmrltr16,
CMRLTR16,L5-R5,BEFORE,RH,846.12,35.85,34.18,6.8,2022-11-17,cmrltr16,
CMRLTR16,L5-R5,AFTER,LH,841.96,28.92,31.9,10.0,2022-11-19,cmrltr16,
CMRLTR16,L5-R5,AFTER,RH,841.98,28.99,31.9,9.9,2022-11-19,cmrltr16,
CMRLTR16,L4-R4,BEFORE,LH,846.8,35.43,33.4,3.0,2022-11-17,cmrltr16,
CMRLTR16,L4-R4,BEFORE,RH,846.99,36.99,34.1,6.8,2022-11-17,cmrltr16,
CMRLTR16,L4-R4,AFTER,LH,841.76,28.92,31.9,10.0,2022-11-19,cmrltr16,
CMRLTR16,L4-R4,AFTER,RH,841.99,28.99,31.9,9.9,2022-11-19,cmrltr16,
CMRLTR16,L3-R3,BEFORE,LH,846.52,35.52,33.5,3.0,2022-11-17,cmrltr16,
CMRLTR16,L3-R3,BEFORE,RH,846.92,36.02,34.0,6.7,2022-11-17,cmrltr16,
CMRLTR16,L3-R3,AFTER,LH,841.41,28.9,31.9,10.0,2022-11-19,cmrltr16,
CMRLTR16,L3-R3,AFTER,RH,841.93,28.99,31.9,9.98,2022-11-19,cmrltr16,
CMRLTR16,L2-R2,BEFORE,LH,845.81,37.7,33.72,3.0,2022-11-17,cmrltr16,
CMRLTR16,L2-R2,BEFORE,RH,846.7,39.46,33.86,6.7,2022-11-17,cmrltr16,
CMRLTR16,L2-R2,AFTER,LH,839.95,28.92,31.9,10.0,2022-11-19,cmrltr16,
CMRLTR16,L2-R2,AFTER,RH,839.92,28.99,31.94,9.93,2022-11-19,cmrltr16,
CMRLTR16,L1-R1,BEFORE,LH,847.19,37.22,33.43,3.0,2022-11-17,cmrltr16,
CMRLTR16,L1-R1,BEFORE,RH,847.17,37.45,33.89,6.7,2022-11-17,cmrltr16,
CMRLTR16,L1-R1,AFTER,LH,839.69,28.92,31.9,10.0,2022-11-19,cmrltr16,
CMRLTR16,L1-R1,AFTER,RH,839.53,29.35,31.86,9.94,2022-11-19,cmrltr16,
CMRLTR17,L9-R9,BEFORE,LH,843.84,38.68,32.73,3.71,2022-11-24,cmrltr17,
CMRLTR17,L9-R9,BEFORE,RH,843.94,37.67,32.84,6.83,2022-11-24,cmrltr17,
CMRLTR17,L9-R9,AFTER,LH,830.83,28.9,31.94,10.27,2022-11-30,cmrltr17,
CMRLTR17,L9-R9,AFTER,RH,830.67,28.97,31.9,9.99,2022-11-30,cmrltr17,
CMRLTR17,L10-R10,BEFORE,LH,844.81,37.43,30.84,3.1,2022-11-24,cmrltr17,
CMRLTR17,L10-R10,BEFORE,RH,844.21,37.0,33.05,6.5,2022-11-24,cmrltr17,
CMRLTR17,L10-R10,AFTER,LH,831.56,28.97,31.97,10.04,2022-11-30,cmrltr17,
CMRLTR17,L10-R10,AFTER,RH,831.49,28.9,31.9,9.99,2022-11-30,cmrltr17,
CMRLTR17,L11-R11,BEFORE,LH,846.98,36.72,32.52,3.0,2022-11-24,cmrltr17,
CMRLTR17,L11-R11,BEFORE,RH,847.64,35.79,33.48,6.95,2022-11-24,cmrltr17,
CMRLTR17,L11-R11,AFTER,LH,833.97,28.95,31.99,10.06,2022-11-30,cmrltr17,
CMRLTR17,L11-R11,AFTER,RH,833.58,28.92,31.99,10.07,2022-11-30,cmrltr17,
